So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH
03010049,6.80,7.00,7.60,5.00,6.00,5.00,5.33,,,,
03010050,7.40,7.25,6.60,,,,,4.75,7.00,9.25,7.00
03010051,7.60,8.00,7.80,,,,,7.50,8.25,9.75,8.50
03010052,7.80,7.25,7.80,,,,,7.75,8.50,9.75,8.67
03010053,7.40,6.50,4.20,5.00,3.25,3.75,4.00,,,,
03010054,8.40,6.50,9.20,8.25,7.25,6.75,7.42,,,,
03010055,3.40,1.50,,,,,,1.75,4.00,,
03010056,8.20,5.75,4.40,7.75,7.25,4.75,6.58,,,,
03010057,7.80,5.50,4.80,6.00,5.75,5.00,5.58,,,,
03010058,9.80,5.75,9.20,9.00,6.50,7.00,7.50,,,,
03010059,8.40,7.00,7.80,,,,,6.00,7.50,9.50,7.67
03010060,8.20,3.75,8.80,7.75,2.75,3.75,4.75,,,,
03010061,3.60,4.25,,,,,,3.50,6.75,,
03010062,4.00,5.00,,,,,,2.00,5.25,,
03010063,6.00,6.50,6.40,6.00,4.75,5.75,5.50,,,,
03010064,7.00,6.50,8.20,,,,,6.25,7.25,9.00,7.50
03010065,6.40,6.50,5.20,3.00,5.00,3.75,3.92,,,,
03010066,3.20,2.00,,,,,,3.50,4.50,,
03010067,3.40,1.50,,,,,,2.75,2.50,,
03010068,5.40,6.00,4.00,,,,,9.50,9.75,8.00,9.08
03010069,6.40,4.50,4.20,6.00,4.50,3.00,4.50,,,,
03010070,8.40,7.25,5.80,7.75,5.00,4.50,5.75,,,,
03010071,3.40,3.50,,,,,,2.25,4.75,,
03010072,7.60,6.75,8.60,,,,,5.50,7.25,9.25,7.33
03010073,8.80,7.25,7.60,,,,,4.25,6.00,9.00,6.42
03010074,7.20,7.50,9.00,,,,,8.00,8.25,9.00,8.42
03010075,1.80,5.00,,,,,,3.75,5.00,,
03010076,6.20,6.50,4.00,4.00,3.75,4.75,4.17,,,,
03010077,7.60,6.50,3.60,6.75,7.25,4.50,6.17,,,,
03010078,7.00,6.75,7.80,,,,,7.25,7.25,9.00,7.83
03010079,6.40,7.25,6.60,3.25,2.50,5.75,3.83,,,,
03010080,7.00,7.00,8.60,6.00,2.50,4.50,4.33,,,,
03010081,7.40,6.50,7.40,6.00,4.00,4.25,4.75,,,,
03010082,3.80,6.50,,,,,,2.75,4.25,,
03010083,7.20,7.50,6.20,,,,,4.75,6.75,9.25,6.92
03010084,2.60,5.75,,,,,,2.25,6.50,,
03010085,6.60,7.25,5.60,,,,,5.25,5.50,8.25,6.33
03010086,1.80,3.25,,2.50,1.75,3.75,2.67,,,,
03010087,1.80,4.00,,,,,,2.75,4.00,,
03010088,2.80,4.25,,,,,,3.50,4.25,,
03010089,7.80,6.25,7.40,7.00,4.50,5.25,5.58,,,,
03010090,8.20,6.50,7.20,6.75,4.00,5.25,5.33,,,,
03010091,2.00,3.75,,,,,,4.50,6.50,,
03010092,2.40,2.00,,,,,,3.00,4.50,,
03010093,3.60,2.00,,,,,,1.75,4.50,,
03010094,2.60,2.25,,,,,,3.75,2.25,,
03010095,8.20,6.25,6.00,7.50,6.75,6.00,6.75,,,,
03010096,9.00,5.75,5.60,8.00,7.50,4.25,6.58,,,,
03010097,5.40,5.00,,,,,,2.50,4.00,,
03010098,4.00,,,,3.00,3.75,,,,,
03010099,7.80,6.75,5.40,,,,,4.75,6.75,9.25,6.92
03010100,5.60,6.75,4.40,,,,,4.00,5.25,9.00,6.08
03010101,,6.25,,,,,,9.50,9.25,8.00,8.92
03010102,9.00,6.00,8.40,8.50,5.25,4.00,5.92,,,,
03010103,7.40,6.75,6.40,7.50,4.25,3.25,5.00,,,,
03010104,5.80,6.25,4.80,3.50,5.25,4.25,4.33,,,,
03010105,7.00,6.50,5.60,,,,,3.75,6.25,9.25,6.42
03010106,6.40,7.00,6.00,,,,,5.00,8.00,8.75,7.25
03010107,7.80,7.00,7.20,8.00,7.00,6.75,7.25,,,,
03010108,7.00,5.75,7.20,8.25,6.50,6.75,7.17,,,,
03010109,7.80,5.25,6.20,3.50,4.25,5.00,4.25,,,,
03010110,4.40,7.25,3.80,,,,,4.75,7.50,8.75,7.00
03010111,8.00,7.25,6.60,,,,,7.25,8.00,9.25,8.17
03010112,7.20,8.25,6.80,,,,,3.75,7.25,9.25,6.75
03010113,6.00,7.75,3.80,,,,,6.00,6.50,9.00,7.17
03010114,5.80,7.25,4.00,,,,,8.25,8.75,9.25,8.75
03010115,4.80,7.50,4.80,,,,,4.75,6.50,8.75,6.67
03010116,7.60,5.25,5.00,7.00,7.00,5.50,6.50,,,,
03010117,2.00,3.50,,,,,,2.75,5.25,,
03010118,3.20,3.75,,,,,,3.00,5.00,,
03010119,3.60,3.25,,,,,,2.75,4.50,,
03010120,8.20,5.50,7.40,5.75,7.00,6.00,6.25,,,,
03010121,7.80,6.00,7.40,6.25,3.75,5.00,5.00,,,,
03010122,8.20,6.25,4.80,8.25,6.75,4.75,6.58,,,,
03010123,7.20,4.50,6.80,6.50,4.00,3.75,4.75,,,,
03010124,2.00,0.00,,,,,,2.50,3.25,,
03010125,2.80,2.00,,,,,,1.75,3.75,,
03010126,6.60,5.50,5.80,5.00,3.50,3.75,4.08,,,,
03010127,3.00,6.25,,,,,,2.75,5.75,,
03010128,7.80,8.50,8.00,,,,,6.25,7.00,8.50,7.25
03010129,7.40,6.75,8.00,6.00,5.75,5.25,5.67,,,,
03010130,7.00,6.50,8.00,3.50,6.75,4.50,4.92,,,,
03010131,6.40,6.00,3.80,,,,,5.25,7.00,9.00,7.08
03010132,5.60,7.00,4.20,,,,,8.00,8.00,9.00,8.33
03010133,6.80,6.50,4.80,5.75,6.75,6.50,6.33,,,,
03010134,4.80,3.00,,,,,,3.50,5.75,,
03010135,6.80,5.50,3.40,1.50,6.25,6.50,4.75,,,,
03010136,2.60,0.75,,,,,,3.50,3.75,,
03010137,8.20,5.50,4.20,7.50,7.50,3.25,6.08,,,,
03010138,3.20,4.50,,,,,,3.25,4.50,,
03010139,4.20,4.00,,,,,,3.25,5.75,,
03010140,4.80,3.25,,,,,,3.75,5.75,,
03010141,7.40,6.75,5.40,,,,,7.75,7.75,8.00,7.83
03010142,7.80,4.75,9.00,7.50,7.00,5.75,6.75,,,,
03010143,2.80,4.25,,,,,,3.75,5.00,,
03010144,3.60,2.75,,,,,,2.50,5.00,,
03010145,8.00,6.00,6.80,6.00,6.25,4.50,5.58,,,,
03010146,2.80,2.75,,,,,,2.75,4.75,,
03010147,8.60,,7.60,7.50,,,,,,,
03010148,8.80,6.25,9.00,8.00,7.25,5.75,7.00,,,,
03010149,3.60,,,,2.50,2.50,,,,,
03010150,7.80,5.00,7.00,6.25,4.25,5.75,5.42,,,,
03010151,1.80,4.50,,,,,,3.50,6.00,,
03010152,8.20,6.00,8.20,8.25,6.50,6.00,6.92,,,,
03010153,2.40,3.00,,,,,,3.75,3.50,,
03010154,4.20,3.50,,,,,,3.50,5.00,,
03010155,4.60,5.25,,,,,,3.50,5.50,,
03010156,4.40,6.00,5.20,3.75,3.50,4.50,3.92,,,,
03010157,6.80,7.50,7.20,,,,,4.25,5.50,7.50,5.75
03010158,6.80,5.50,5.20,,,,,7.75,7.00,8.50,7.75
03010159,7.60,6.25,5.00,6.50,6.00,3.75,5.42,,,,
03010160,2.20,3.50,,,,,,2.25,5.00,,
03010161,7.60,6.50,2.80,5.75,7.00,6.00,6.25,,,,
03010162,6.40,5.50,4.00,5.00,5.25,4.50,4.92,,,,
03010163,4.20,4.25,,,,,,3.75,4.50,,
03010164,3.00,2.25,,,,,,2.25,4.00,,
03010165,7.00,6.25,4.00,4.50,4.00,5.25,4.58,,,,
03010166,5.00,5.50,,,,,,2.25,5.75,,
03010167,7.60,7.75,7.40,,,,,4.75,6.50,8.75,6.67
03010168,6.60,7.50,7.00,,,,,6.00,7.50,3.00,5.50
03010169,6.80,7.25,5.20,,,,,5.25,7.50,8.75,7.17
03010170,4.60,2.25,,,,,,3.00,5.75,,
03010171,2.40,5.25,,,,,,3.00,4.75,,
03010172,4.60,4.50,,,,,,2.75,5.00,,
03010173,4.80,2.25,,,,,,4.75,3.00,,
03010174,5.80,7.00,4.80,,,,,5.75,7.75,8.75,7.42
03010175,8.00,7.25,8.80,5.50,7.75,2.25,5.17,,,,
03010176,8.40,5.00,5.20,7.75,7.50,4.75,6.67,,,,
03010177,8.00,6.75,5.40,7.50,7.00,4.00,6.17,,,,
03010178,2.40,4.75,,,,,,2.25,5.25,,
03010179,7.80,7.75,7.80,4.50,3.50,5.00,4.33,,,,
03010180,2.80,3.25,,,,,,3.75,5.50,,
03010181,3.40,5.75,,,,,,3.75,5.00,,
03010182,3.00,2.50,,,,,,3.75,4.75,,
03010183,8.60,5.00,9.20,7.75,5.00,4.00,5.58,,,,
03010184,5.80,6.75,4.20,,,,,3.75,7.00,8.25,6.33
03010185,5.20,3.50,,,,,,4.25,5.50,,
03010186,3.60,4.25,,,,,,3.00,5.50,,
03010187,2.20,1.75,,,,,,2.75,4.25,,
03010188,7.20,5.75,4.40,7.50,6.25,2.50,5.42,,,,
03010189,8.00,5.50,5.60,6.00,5.75,4.75,5.50,,,,
03010190,4.60,2.50,,,,,,1.50,6.25,,
03010191,7.80,4.75,9.60,5.75,6.00,6.00,5.92,,,,
03010192,2.20,2.25,,,,,,3.50,6.25,,
03010193,2.40,2.25,,,,,,3.00,4.75,,
03010194,7.60,6.50,5.60,5.25,5.75,5.75,5.58,,,,
03010195,8.20,7.50,7.20,2.75,5.25,4.75,4.25,,,,
03010196,7.00,7.00,7.00,,,,,4.00,5.75,10.00,6.58
03010197,2.40,4.00,,,,,,3.00,3.00,,
03010198,6.80,7.75,5.40,5.75,6.00,5.50,5.75,,,,
03010199,7.20,6.25,6.40,,,,,4.50,6.50,9.50,6.83
03010200,7.80,,,6.25,6.25,,,,,,
03010201,6.80,6.75,4.20,,,,,7.25,7.75,9.25,8.08
03010202,8.40,7.75,8.80,,,,,6.75,8.25,9.25,8.08
03010203,6.60,6.25,6.00,7.25,7.25,6.50,7.00,,,,
03010204,7.60,6.25,7.20,,,,,6.25,7.75,9.75,7.92
03010205,3.20,6.50,,,,,,4.50,7.25,,
03010206,7.40,6.75,5.40,7.00,6.50,4.75,6.08,,,,
03010207,5.60,6.75,5.80,,,,,3.75,6.75,6.50,5.67
03010208,8.00,5.00,4.00,7.00,6.75,4.25,6.00,,,,
03010209,6.80,6.25,5.20,5.50,6.75,6.00,6.08,,,,
03010210,7.40,7.25,7.00,,,,,4.25,6.50,9.25,6.67
03010211,8.80,6.50,8.20,8.00,8.25,4.50,6.92,,,,
03010212,7.80,7.25,6.40,7.75,5.50,5.00,6.08,,,,
03010213,7.60,8.00,7.40,,,,,6.50,7.75,9.25,7.83
03010214,7.20,7.50,4.80,6.00,4.50,4.00,4.83,,,,
03010215,7.80,7.25,7.20,,,,,7.25,8.25,9.25,8.25
03010216,6.80,7.25,5.60,,,,,4.50,7.25,8.75,6.83
03010217,6.20,6.00,4.40,,,,,5.50,7.50,9.25,7.42
03010218,7.80,6.00,4.40,7.50,8.25,3.75,6.50,,,,
03010219,7.40,6.75,6.40,,,,,7.25,7.75,9.50,8.17
03010220,5.80,6.00,4.80,3.75,4.75,4.50,4.33,,,,
03010221,3.40,6.00,,,,,,2.25,5.50,,
03010222,2.20,2.25,,,,,,3.75,4.00,,
03010223,2.00,4.75,,,,,,3.00,5.00,,
03010224,8.40,7.50,8.40,,,,,5.50,7.50,8.75,7.25
03010225,2.60,2.50,,,,,,2.50,3.50,,
03010226,8.40,7.00,6.60,8.75,7.75,5.25,7.25,,,,
03010227,4.00,3.25,,,,,,3.00,,,
03010228,7.00,6.25,6.20,,,,,3.75,6.25,7.75,5.92
03010229,4.20,2.75,,,,,,3.25,5.75,,
03010230,5.00,3.50,,,,,,4.50,6.25,,
03010231,7.80,5.75,7.00,6.50,6.50,5.25,6.08,,,,
03010232,8.20,7.00,8.60,7.75,4.25,6.50,6.17,,,,
03010233,6.40,6.50,6.60,,,,,5.75,6.50,9.00,7.08
03010234,7.20,6.25,7.20,6.25,4.25,3.25,4.58,,,,
03010235,3.00,3.75,,,,,,3.00,5.25,,
03010236,2.40,2.25,,,,,,4.00,2.75,,
03010237,6.80,7.50,8.80,,,,,8.00,8.75,10.00,8.92
03010238,2.60,1.75,,,,,,3.00,5.25,,
03010239,9.00,6.00,4.40,8.50,7.25,5.00,6.92,,,,
03010240,6.20,6.75,9.60,,,,,8.50,8.75,9.75,9.00
03010241,2.40,2.75,,,,,,2.75,4.75,,
03010242,3.60,2.50,,,,,,2.75,4.75,,
03010243,7.80,5.75,4.80,7.50,7.25,4.00,6.25,,,,
03010244,5.40,3.75,,,,,,4.25,6.25,,
03010245,2.80,2.75,,,,,,2.00,3.75,,
03010246,7.00,6.50,4.40,7.50,7.75,3.00,6.08,,,,
03010247,6.00,,,,3.50,6.00,,,,,
03010248,2.20,1.75,,,,,,3.25,5.00,,
03010249,3.20,3.50,,,,,,3.50,5.75,,
03010250,2.80,2.50,,,,,,2.75,4.75,,
03010251,6.40,6.50,4.80,,,,,5.50,8.25,9.00,7.58
03010252,5.60,6.50,4.60,,,,,7.50,6.00,9.50,7.67
03010253,6.60,5.50,6.00,4.00,4.00,2.50,3.50,,,,
03010254,3.60,3.75,,,,,,4.00,6.00,,
03010255,7.60,7.00,4.60,,,,,5.25,7.75,9.50,7.50
03010256,6.00,6.50,5.00,,,,,9.00,7.25,9.50,8.58
03010257,8.60,5.50,8.00,2.75,9.25,9.50,7.17,,,,
03010258,7.00,7.00,6.00,,,,,3.75,7.50,8.25,6.50
03010259,6.80,7.25,5.80,,,,,5.25,7.25,9.00,7.17
03010260,8.20,8.00,9.60,,,,,8.50,9.25,9.25,9.00
03010261,7.40,7.75,7.00,,,,,3.25,6.00,8.50,5.92
03010262,7.80,6.00,5.00,7.25,6.25,3.75,5.75,,,,
03010263,7.60,6.75,6.80,7.50,6.25,4.50,6.08,,,,
03010264,2.60,1.50,,,,,,2.25,4.00,,
03010265,8.60,6.25,3.20,7.00,7.50,5.50,6.67,,,,
03010266,7.80,7.00,8.20,3.75,7.00,3.00,4.58,,,,
03010267,3.00,2.00,,,,,,3.25,6.50,,
03010268,2.80,3.00,,,,,,3.00,5.00,,
03010269,2.00,3.50,,,,,,2.50,4.00,,
03010270,7.80,6.00,6.40,7.00,5.75,4.50,5.75,,,,
03010271,3.00,3.75,,,,,,3.75,5.25,,
03010272,1.40,3.75,,,,,,2.25,5.00,,
03010273,7.00,8.50,10.00,,,,,4.75,8.25,8.75,7.25
03010274,7.00,7.75,6.80,6.00,4.00,4.50,4.83,,,,
03010275,2.60,,,,2.25,3.50,,,,,
03010276,6.80,6.50,8.00,,,,,6.50,6.50,9.25,7.42
03010277,7.40,3.75,6.60,4.50,7.25,7.00,6.25,,,,
03010278,6.60,7.00,6.60,,,,,8.00,8.25,9.00,8.42
03010279,8.60,6.75,6.40,8.25,7.75,6.25,7.42,,,,
03010281,6.40,5.00,7.40,6.50,4.50,3.00,4.67,,,,
03010282,4.60,5.25,3.80,2.75,4.50,3.75,3.67,,,,
03010283,4.80,4.00,5.20,,,,,3.75,5.75,5.75,5.08
03010284,4.80,5.00,2.00,,,,,2.50,5.25,7.75,5.17
03010285,5.00,6.25,4.60,,,,,7.50,7.25,8.50,7.75
03010286,6.20,5.75,2.40,,,,,4.25,6.75,8.75,6.58
03010287,6.00,5.00,4.00,,,,,3.00,6.25,7.25,5.50
03010288,6.00,5.50,2.40,,,,,3.00,4.00,5.50,4.17
03010289,6.40,5.75,6.00,,,,,5.75,6.50,5.50,5.92
03010290,3.80,4.00,3.00,,,,,4.50,6.50,7.25,6.08
03010291,4.60,5.00,3.20,,,,,3.25,5.50,6.50,5.08
03010292,6.00,5.50,5.20,,,,,6.25,6.50,7.25,6.67
03010293,7.20,6.25,4.60,,,,,5.50,6.75,9.00,7.08
03010294,5.00,4.00,2.00,3.00,3.75,4.00,3.58,,,,
03010295,4.80,5.75,2.80,,,,,4.00,6.50,7.00,5.83
03010296,7.60,6.50,2.60,5.50,6.00,6.00,5.83,,,,
03010297,4.40,6.25,2.80,,,,,5.25,6.00,6.75,6.00
03010298,5.60,6.25,3.00,,,,,3.75,7.25,8.75,6.58
03010299,7.60,6.25,4.00,,,,,4.25,6.75,6.75,5.92
03010300,8.20,4.75,5.60,5.75,3.50,4.50,4.58,3.25,4.75,6.50,4.83
03010301,4.00,5.50,3.40,3.50,3.75,4.00,3.75,,,,
03010302,6.40,5.25,2.80,,,,,4.25,5.50,5.25,5.00
03010303,4.60,3.75,1.80,,,,,3.25,5.00,6.00,4.75
03010304,6.80,7.00,3.60,,,,,3.00,5.25,7.25,5.17
03010305,6.40,5.25,2.00,,,,,3.00,5.25,7.50,5.25
03010306,6.20,4.50,2.60,,,,,5.00,7.50,7.25,6.58
03010307,8.00,6.75,4.40,6.25,7.00,2.75,5.33,,,,
03010308,6.80,5.25,4.20,5.25,2.50,2.25,3.33,,,,
03010309,4.40,4.75,4.20,,,,,3.00,5.25,6.25,4.83
03010310,6.20,6.00,3.80,,,,,3.75,6.00,7.25,5.67
03010311,6.60,7.25,4.40,,,,,7.00,5.50,7.25,6.58
03010312,5.00,5.25,2.80,,,,,3.75,6.50,6.75,5.67
03010313,5.40,6.50,3.20,,,,,4.50,5.50,7.00,5.67
03010314,7.20,7.00,2.00,,,,,4.50,6.00,7.50,6.00
03010315,5.00,7.25,4.60,5.75,3.75,5.25,4.92,,,,
03010316,5.00,6.75,6.40,3.25,5.00,4.00,4.08,,,,
03010317,6.20,5.25,2.40,5.75,6.00,4.00,5.25,,,,
03010318,5.40,7.50,3.40,,,,,5.75,6.00,5.50,5.75
03010319,5.60,6.75,4.60,,,,,4.25,5.50,7.50,5.75
03010320,5.60,6.25,3.80,,,,,5.75,5.00,6.50,5.75
03010321,6.20,5.00,6.60,4.50,5.75,4.25,4.83,,,,
03010322,6.80,6.50,7.00,,,,,4.00,8.00,8.00,6.67
03010323,5.00,6.25,3.40,,,,,3.75,6.25,7.50,5.83
03010324,3.40,5.25,2.40,,,,,4.25,5.25,6.75,5.42
03010325,3.60,5.75,3.60,,,,,3.25,5.00,7.50,5.25
03010326,5.40,4.75,3.20,,,,,4.25,6.25,5.75,5.42
03010327,6.20,6.00,4.20,,,,,5.00,5.25,6.75,5.67
03010328,3.80,4.25,3.00,,,,,2.25,5.25,6.25,4.58
03010329,5.40,6.50,2.80,3.25,4.75,3.75,3.92,,,,
03010330,7.40,5.50,4.00,6.75,5.50,5.00,5.75,,,,
03010331,4.60,5.25,3.80,,,,,3.25,4.25,5.25,4.25
03010332,7.00,5.75,4.20,,,,,4.00,6.50,7.00,5.83
03010333,5.00,5.25,2.80,,,,,5.50,8.50,9.25,7.75
03010334,4.20,6.00,8.60,,,,,4.00,7.00,7.00,6.00
03010335,5.80,5.75,5.80,,,,,5.75,7.50,7.50,6.92
03010336,5.80,6.00,4.20,,,,,4.75,6.00,5.00,5.25
03010337,3.40,5.50,3.60,,,,,4.00,4.75,6.00,4.92
03010338,5.00,5.50,6.00,,,,,4.00,6.50,7.75,6.08
03010339,3.60,5.75,2.20,,,,,4.25,5.50,5.25,5.00
03010340,5.00,5.75,3.60,,,,,4.00,5.75,6.75,5.50
03010341,2.80,4.75,1.80,,,,,3.50,6.25,6.00,5.25
03010342,5.00,5.75,3.80,,,,,3.00,5.50,7.00,5.17
03010343,5.00,3.50,4.20,,,,,3.50,4.00,6.50,4.67
03010344,5.40,5.00,4.60,3.25,4.75,4.75,4.25,,,,
03010345,4.60,5.25,2.40,,,,,2.50,4.75,7.00,4.75
03010346,7.40,6.75,3.60,5.50,4.25,4.25,4.67,,,,
03010347,6.00,6.00,2.40,,,,,3.75,4.50,6.25,4.83
03010348,5.20,6.50,3.00,3.75,2.25,3.00,3.00,,,,
03010349,5.40,5.00,3.80,4.50,4.25,4.00,4.25,,,,
03010350,5.00,6.25,3.40,3.75,2.25,3.75,3.25,,,,
03010351,7.40,7.75,4.60,,,,,5.50,6.75,7.25,6.50
03010352,7.00,6.50,3.20,,,,,7.00,8.25,8.00,7.75
03010353,6.00,4.50,4.20,,,,,4.25,7.25,9.00,6.83
03010354,2.60,3.00,5.00,,,,,3.00,4.75,7.50,5.08
03010355,6.20,4.75,4.00,5.75,6.50,5.00,5.75,,,,
03010356,4.80,6.00,3.60,,,,,4.00,5.75,5.00,4.92
03010357,2.80,5.50,2.00,,,,,2.00,6.00,4.50,4.17
03010358,5.40,5.00,4.00,,,,,5.25,7.00,8.00,6.75
03010359,6.80,5.25,3.80,,,,,2.00,7.25,7.00,5.42
03010360,5.80,4.75,2.00,,,,,4.50,5.25,5.75,5.17
03010361,6.40,6.25,3.20,4.50,5.50,4.50,4.83,,,,
03010362,5.00,3.25,2.20,3.25,6.00,5.25,4.83,,,,
03010363,5.60,4.75,4.40,4.50,2.75,4.25,3.83,,,,
03010364,4.60,5.25,3.00,,,,,2.75,5.75,6.75,5.08
03010365,5.00,6.00,5.60,5.50,4.50,4.50,4.83,,,,
03010366,7.20,5.50,4.20,,,,,5.75,6.75,6.75,6.42
03010367,5.00,4.50,4.80,3.75,3.75,4.50,4.00,,,,
03010368,5.40,3.25,4.80,4.75,6.75,3.75,5.08,,,,
03010369,6.20,5.25,3.60,,,,,2.75,5.75,5.50,4.67
03010370,5.40,5.50,4.60,4.00,6.00,3.50,4.50,,,,
03010371,6.20,4.75,3.40,,,,,3.25,5.25,8.00,5.50
03010372,6.20,2.75,3.60,,,,,4.00,6.00,5.75,5.25
03010373,6.20,6.50,7.80,,,,,5.25,7.00,7.50,6.58
03010374,4.40,4.50,3.40,,,,,2.75,6.25,7.25,5.42
03010375,6.40,5.50,4.20,,,,,5.50,7.00,7.50,6.67
03010376,6.40,6.75,3.60,7.00,5.00,3.25,5.08,,,,
03010377,5.80,6.00,3.60,3.50,3.50,5.00,4.00,,,,
03010378,6.00,5.00,3.60,,,,,3.75,5.50,7.25,5.50
03010379,5.00,4.00,3.40,,,,,3.25,5.50,8.50,5.75
03010380,2.60,3.00,2.40,,,,,2.75,5.25,6.00,4.67
03010381,5.00,3.50,2.60,,,,,3.00,5.75,6.75,5.17
03010382,6.20,6.25,3.20,6.00,3.25,4.50,4.58,,,,
03010383,7.60,6.25,6.00,7.50,5.50,5.25,6.08,,,,
03010384,4.80,3.75,2.20,,,,,1.75,4.75,6.25,4.25
03010385,4.00,5.25,2.40,,,,,5.00,6.00,6.50,5.83
03010386,8.20,7.25,5.20,,,,,6.50,6.75,6.50,6.58
03010387,3.60,5.00,4.40,,,,,4.75,4.50,6.25,5.17
03010388,3.80,5.00,3.40,,,,,5.25,5.75,6.75,5.92
03010389,4.40,6.25,2.80,,,,,3.50,6.25,7.50,5.75
03010390,5.00,4.50,5.20,,,,,4.50,6.00,6.50,5.67
03010391,6.60,5.25,5.00,4.50,2.50,3.50,3.50,,,,
03010392,5.40,6.25,3.20,7.00,5.00,4.50,5.50,,,,
03010393,5.40,6.00,3.80,,,,,4.00,6.25,7.75,6.00
03010394,4.40,5.50,3.80,,,,,3.25,5.00,6.75,5.00
03010395,6.00,5.25,3.60,,,,,2.50,7.00,6.50,5.33
03010396,5.60,5.50,3.80,,,,,5.00,7.00,5.75,5.92
03010397,5.00,5.50,5.80,,,,,4.25,6.25,7.25,5.92
03010398,5.40,5.25,3.40,,,,,4.00,4.75,6.25,5.00
03010399,6.20,4.00,3.20,,,,,2.25,6.75,6.25,5.08
03010400,5.60,5.50,5.80,,,,,6.25,6.75,8.50,7.17
03010401,3.20,5.75,2.80,,,,,3.75,7.50,8.25,6.50
03010402,4.40,5.00,8.20,,,,,4.50,6.50,8.00,6.33
03010403,3.60,6.00,5.20,,,,,2.00,6.00,6.00,4.67
03010404,7.40,3.75,2.40,,,,,3.25,4.50,5.25,4.33
03010405,5.00,6.25,3.20,,,,,4.75,5.00,6.25,5.33
03010406,7.80,6.75,5.80,,,,,3.75,6.75,6.75,5.75
03010407,5.60,5.75,4.00,,,,,5.25,6.25,6.75,6.08
03010408,6.00,6.50,2.00,,,,,5.50,8.75,8.50,7.58
03010409,6.20,4.50,3.00,,,,,3.50,5.25,6.00,4.92
03010410,4.20,4.25,2.80,,,,,2.50,4.25,5.25,4.00
03010411,4.40,5.25,2.80,,,,,3.50,6.50,8.75,6.25
03010412,6.80,4.75,4.00,,,,,8.25,6.75,7.75,7.58
03010413,2.40,3.00,2.40,,,,,4.00,5.25,6.75,5.33
03010414,8.00,6.00,4.60,5.50,5.00,4.75,5.08,,,,
03010415,3.40,5.50,2.80,,,,,5.00,6.75,7.75,6.50
03010416,5.20,4.50,3.00,,,,,2.50,6.25,6.00,4.92
03010417,6.60,5.25,4.20,,,,,4.25,5.00,6.50,5.25
03010418,3.80,5.75,7.00,,,,,4.25,4.75,5.75,4.92
03010419,5.20,6.00,3.20,,,,,4.50,5.50,6.50,5.50
03010420,5.80,4.75,3.00,,,,,4.25,6.25,5.75,5.42
03010421,5.40,5.50,2.00,,,,,3.25,6.75,6.75,5.58
03010422,6.60,6.75,4.40,,,,,3.75,7.50,8.00,6.42
03010423,5.00,5.50,3.60,,,,,4.25,5.25,6.75,5.42
03010424,7.80,5.25,3.20,,,,,3.50,5.75,7.00,5.42
03010425,7.60,6.50,6.20,,,,,5.25,8.50,7.75,7.17
03010426,6.20,5.75,3.80,,,,,5.00,7.00,7.50,6.50
03010427,3.80,5.50,3.60,,,,,3.75,6.50,7.00,5.75
03010428,4.80,5.25,4.20,,,,,2.00,4.50,8.00,4.83
03010429,7.00,2.75,3.20,4.50,6.00,4.25,4.92,,,,
03010430,3.60,3.25,2.20,,,,,3.50,6.50,7.75,5.92
03010431,6.80,5.50,4.00,4.25,6.00,3.75,4.67,,,,
03010432,5.60,5.25,1.80,4.25,3.00,4.50,3.92,,,,
03010433,5.80,6.00,3.20,,,,,4.75,5.00,7.25,5.67
03010434,4.80,2.75,2.80,,,,,3.25,6.00,6.25,5.17
03010435,4.60,2.25,3.20,,,,,6.00,7.50,7.00,6.83
03010436,5.80,3.25,6.40,4.00,3.50,5.25,4.25,,,,
03010437,3.80,4.50,2.60,,,,,2.75,5.25,7.00,5.00
03010438,8.00,6.25,5.00,,,,,7.50,8.00,9.00,8.17
03010439,5.00,5.25,3.20,,,,,3.25,4.75,4.50,4.17
03010440,6.20,6.00,4.80,,,,,4.00,6.50,9.00,6.50
03010441,5.00,6.00,2.20,5.25,5.50,3.25,4.67,,,,
03010442,5.60,6.00,5.60,,,,,5.00,6.50,6.50,6.00
03010443,6.20,7.00,3.00,,,,,5.25,7.50,6.75,6.50
03010444,5.40,6.25,4.20,,,,,3.50,7.25,7.75,6.17
03010445,4.80,5.75,3.60,3.00,2.25,3.25,2.83,,,,
03010446,4.40,6.75,2.80,,,,,6.00,7.50,7.00,6.83
03010447,5.20,5.75,4.40,,,,,7.75,8.50,8.00,8.08
03010448,3.00,6.00,5.20,,,,,5.50,6.50,7.25,6.42
03010449,3.80,6.00,3.40,,,,,5.50,7.75,7.75,7.00
03010450,6.20,6.00,2.60,5.50,6.25,3.50,5.08,,,,
03010451,5.00,5.25,3.60,2.00,3.25,3.75,3.00,,,,
03010452,7.60,5.50,3.60,6.75,7.50,4.00,6.08,,,,
03010453,3.60,4.50,2.80,2.75,2.25,2.50,2.50,,,,
03010454,5.80,3.75,4.60,3.75,3.00,3.50,3.42,,,,
03010455,6.00,6.25,4.80,,,,,4.75,5.75,7.75,6.08
03010456,7.20,6.50,3.80,,,,,5.50,7.50,7.25,6.75
03010457,3.20,6.00,2.20,,,,,3.25,5.50,5.25,4.67
