So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH
03009627,5.40,6.00,3.40,4.50,5.50,3.75,4.58,,,,
03009628,7.60,3.50,4.20,6.75,7.00,3.50,5.75,,,,
03009629,4.60,5.25,2.80,,,,,3.50,5.50,8.00,5.67
03009630,6.80,4.50,3.80,6.50,7.00,6.25,6.58,,,,
03009631,7.60,4.50,7.20,6.75,4.50,3.00,4.75,,,,
03009632,5.80,7.00,5.80,4.75,4.00,3.25,4.00,,,,
03009633,6.80,5.50,3.80,6.50,7.00,5.00,6.17,,,,
03009634,7.60,5.25,7.00,4.50,6.75,6.00,5.75,,,,
03009635,5.20,5.00,3.40,,,,,3.00,5.50,7.75,5.42
03009636,7.00,5.50,7.80,7.25,7.75,5.25,6.75,,,,
03009637,7.00,5.25,7.20,5.75,6.25,2.75,4.92,,,,
03009638,4.20,4.00,4.40,,,,,4.75,5.50,8.25,6.17
03009639,8.20,4.25,5.80,8.25,5.75,4.75,6.25,,,,
03009640,5.60,4.25,2.80,2.50,4.50,3.25,3.42,,,,
03009641,8.00,6.75,4.20,8.00,7.25,4.75,6.67,,,,
03009642,6.20,6.25,2.80,5.75,3.00,4.00,4.25,,,,
03009643,7.00,5.50,4.40,7.00,4.50,5.00,5.50,,,,
03009644,8.60,5.50,6.80,7.25,7.00,6.25,6.83,,,,
03009645,7.40,6.50,7.60,6.25,6.50,5.25,6.00,,,,
03009646,7.00,5.00,4.00,7.00,7.25,4.25,6.17,,,,
03009647,6.20,5.50,3.40,,,,,3.75,6.00,8.75,6.17
03009648,8.00,8.00,7.80,,,,,6.75,7.75,9.00,7.83
03009649,9.60,7.25,7.80,7.75,7.75,6.25,7.25,,,,
03009650,6.60,7.25,8.00,,,,,3.25,7.25,7.00,5.83
03009651,5.40,5.25,4.60,6.75,5.00,3.00,4.92,,,,
03009652,7.00,6.00,1.80,7.00,6.50,3.50,5.67,,,,
03009653,6.60,7.50,5.80,6.00,7.00,4.50,5.83,,,,
03009654,8.60,5.50,5.20,8.25,6.75,5.75,6.92,,,,
03009655,4.00,2.25,,,,,,1.75,5.00,,
03009656,8.20,7.25,6.80,5.00,9.00,8.25,7.42,,,,
03009657,6.60,6.75,8.00,4.50,2.50,4.50,3.83,,,,
03009658,8.20,5.50,5.60,3.00,8.00,8.25,6.42,,,,
03009659,1.80,3.50,,,,,,2.50,4.75,,
03009660,4.60,7.00,5.20,,,,,6.50,6.75,9.00,7.42
03009661,1.60,4.50,,,,,,5.00,5.50,,
03009662,8.60,8.25,8.60,,,,,6.25,7.50,9.00,7.58
03009663,6.20,5.25,,,,,,3.50,5.75,,
03009664,3.60,6.25,,,,,,4.50,5.50,,
03009665,6.40,5.25,3.20,4.50,3.75,2.50,3.58,,,,
03009666,5.20,8.25,,,,,,7.00,8.00,,
03009667,8.20,3.75,7.00,7.50,6.25,6.00,6.58,,,,
03009668,6.20,7.75,8.60,5.00,5.25,5.25,5.17,,,,
03009669,7.40,7.50,7.80,7.75,6.50,4.50,6.25,,,,
03009670,9.00,5.50,8.60,7.00,6.00,7.00,6.67,,,,
03009671,7.80,6.50,4.00,5.50,3.50,2.75,3.92,,,,
03009672,8.20,7.25,7.20,5.50,8.00,5.50,6.33,,,,
03009673,7.20,6.50,3.60,3.00,7.00,7.50,5.83,,,,
03009674,3.60,4.00,,3.25,3.00,3.50,3.25,,,,
03009675,4.80,4.00,,,,,,4.50,4.25,,
03009676,7.80,7.25,9.20,,,,,6.50,6.50,9.50,7.50
03009677,7.80,8.00,8.40,,,,,8.25,7.75,9.50,8.50
03009678,7.20,6.75,5.80,6.75,7.00,5.25,6.33,,,,
03009679,8.00,5.50,7.20,8.50,5.75,3.50,5.92,,,,
03009680,8.00,7.50,9.40,8.25,5.75,6.00,6.67,,,,
03009681,7.60,5.25,4.20,6.50,4.00,4.25,4.92,,,,
03009682,4.60,4.25,,,,,,3.25,7.00,,
03009683,8.80,6.25,3.20,5.00,6.50,4.25,5.25,,,,
03009684,2.80,3.50,,,,,,2.00,4.25,,
03009685,3.20,3.25,,,,,,3.50,4.00,,
03009686,2.80,2.50,,,,,,2.75,5.25,,
03009687,3.00,4.00,,,,,,3.00,5.00,,
03009688,2.60,5.25,,,,,,1.75,4.50,,
03009689,2.60,5.25,,,,,,3.00,4.00,,
03009690,7.60,7.00,7.80,,,,,6.00,7.50,9.25,7.58
03009691,7.20,6.00,3.00,,,,,2.25,6.50,8.50,5.75
03009692,7.00,7.00,5.00,,,,,4.00,5.75,9.75,6.50
03009693,7.00,5.25,3.60,5.50,7.50,5.25,6.08,,,,
03009694,7.60,6.75,7.20,8.00,3.25,5.00,5.42,,,,
03009695,8.00,7.25,8.60,7.75,7.25,6.00,7.00,,,,
03009696,4.80,5.50,3.60,,,,,4.25,8.50,9.00,7.25
03009697,7.60,4.25,7.20,8.25,5.50,6.50,6.75,,,,
03009698,2.60,5.00,,,,,,3.00,6.25,,
03009699,7.40,6.25,7.40,,,,,9.00,9.75,9.75,9.50
03009700,6.60,7.25,6.60,5.00,4.00,4.75,4.58,,,,
03009701,5.40,6.50,5.60,3.50,2.50,2.50,2.83,,,,
03009702,7.00,7.25,5.20,4.25,3.25,4.25,3.92,,,,
03009703,6.40,5.25,3.80,7.00,6.75,3.50,5.75,,,,
03009704,7.00,7.50,8.80,,,,,7.50,7.25,9.25,8.00
03009705,7.40,7.00,8.20,,,,,5.50,7.00,9.75,7.42
03009706,8.20,6.50,5.60,7.50,6.50,3.50,5.83,,,,
03009707,8.20,6.50,6.40,6.75,4.75,4.00,5.17,,,,
03009708,7.20,6.75,5.60,5.50,5.75,5.00,5.42,,,,
03009709,7.60,7.75,8.60,,,,,8.25,8.00,9.25,8.50
03009710,2.80,3.50,,,,,,1.25,3.75,,
03009711,8.60,7.00,6.60,6.25,7.00,8.25,7.17,,,,
03009712,3.60,1.00,,,,,,2.25,3.25,,
03009713,3.00,3.75,,,,,,3.50,4.50,,
03009714,6.60,6.50,7.80,,,,,6.25,6.75,9.00,7.33
03009715,7.20,5.00,7.60,8.00,5.75,5.50,6.42,,,,
03009716,3.40,3.75,,,,,,3.50,3.50,,
03009717,8.20,7.00,7.40,,,,,5.75,7.75,9.00,7.50
03009718,8.00,6.25,4.20,,,,,2.75,7.25,8.50,6.17
03009719,2.20,2.25,,,,,,1.75,5.00,,
03009720,3.00,2.00,,,,,,3.50,3.75,,
03009721,8.40,7.25,6.60,7.75,6.75,5.25,6.58,,,,
03009722,8.20,7.25,7.80,7.50,6.25,5.25,6.33,,,,
03009723,8.60,7.25,7.00,6.50,6.00,5.25,5.92,,,,
03009724,7.60,8.00,8.20,,,,,7.25,8.25,9.25,8.25
03009725,7.60,7.50,8.00,,,,,6.25,8.25,9.50,8.00
03009726,7.40,7.50,8.00,5.25,7.00,5.00,5.75,,,,
03009727,2.40,3.75,,,,,,2.50,4.00,,
03009728,8.60,7.00,7.00,8.25,7.00,5.25,6.83,,,,
03009729,8.60,7.00,9.00,7.00,6.00,5.00,6.00,,,,
03009730,3.20,3.50,,,,,,3.25,3.50,,
03009731,1.80,1.75,,,,,,2.75,4.75,,
03009732,5.40,6.25,6.60,5.00,4.75,5.50,5.08,,,,
03009733,7.00,6.50,6.40,5.00,7.50,7.50,6.67,,,,
03009734,2.00,4.25,,,,,,3.25,7.50,,
03009735,6.60,4.50,4.60,7.50,4.50,3.00,5.00,,,,
03009736,5.80,6.00,5.00,7.50,5.75,5.75,6.33,,,,
03009737,7.40,4.25,3.20,7.00,5.75,1.75,4.83,,,,
03009738,7.20,4.50,4.20,7.50,6.50,3.00,5.67,,,,
03009739,7.20,7.50,8.60,,,,,5.00,7.75,7.75,6.83
03009740,7.40,6.00,7.60,,,,,6.00,8.00,9.00,7.67
03009741,8.20,7.00,6.20,8.00,6.00,6.00,6.67,,,,
03009742,7.20,6.50,8.00,,,,,8.25,8.75,9.75,8.92
03009743,7.20,7.25,8.60,4.00,4.50,4.50,4.33,,,,
03009744,7.60,8.00,6.80,,,,,3.50,6.50,8.75,6.25
03009745,2.40,1.25,,,,,,2.50,4.50,,
03009746,3.40,5.00,,,,,,3.50,4.75,,
03009747,4.40,4.75,,,,,,3.25,7.00,,
03009748,8.80,5.25,9.40,8.25,5.00,6.50,6.58,,,,
03009749,5.60,4.25,,,,,,3.00,4.25,,
03009750,3.00,1.75,,,,,,3.25,5.00,,
03009751,8.80,6.00,5.20,7.25,7.00,5.00,6.42,,,,
03009752,3.00,4.00,,,,,,3.75,4.25,,
03009753,3.80,4.75,,,,,,2.50,6.00,,
03009754,3.00,5.00,,,,,,4.00,5.75,,
03009755,7.60,6.50,3.20,6.00,6.25,4.25,5.50,,,,
03009756,8.20,7.00,7.60,3.25,3.25,2.75,3.08,,,,
03009757,7.20,7.75,2.40,5.50,4.25,4.25,4.67,,,,
03009758,8.60,,,7.50,7.00,2.75,5.75,,,,
03009759,6.80,8.50,5.40,,,,,9.75,9.75,9.50,9.67
03009760,6.40,5.25,5.00,7.00,5.25,4.75,5.67,,,,
03009761,5.20,4.00,,,,,,2.75,3.00,,
03009762,7.00,7.75,8.40,,,,,7.50,7.00,9.00,7.83
03009763,7.80,6.50,4.40,6.00,5.50,2.25,4.58,,,,
03009764,2.60,1.25,,,,,,2.25,4.50,,
03009766,6.80,6.25,3.80,5.00,4.25,5.00,4.75,,,,
03009767,7.00,6.75,6.20,,,,,8.25,8.00,9.25,8.50
03009768,7.00,6.25,8.80,3.75,5.00,5.50,4.75,,,,
03009769,7.60,6.50,7.60,,,,,5.50,7.00,8.75,7.08
03009770,6.80,8.00,2.80,4.00,6.00,6.25,5.42,,,,
03009771,3.20,4.00,,,,,,2.25,3.75,,
03009772,6.80,5.50,8.40,5.50,4.25,5.00,4.92,,,,
03009773,2.20,4.00,,,,,,2.25,4.50,,
03009774,2.60,4.00,,,,,,3.00,5.50,,
03009775,8.00,6.00,8.00,7.00,7.25,5.50,6.58,,,,
03009776,6.20,6.25,3.40,7.00,6.25,5.25,6.17,,,,
03009777,6.40,5.50,6.00,,,,,7.00,7.25,9.00,7.75
03009778,8.20,5.75,3.80,7.50,7.00,6.00,6.83,,,,
03009779,3.80,4.25,,,,,,2.25,3.75,,
03009780,7.20,6.00,5.80,3.25,7.00,7.50,5.92,,,,
03009781,6.60,5.50,5.60,,,,,3.50,5.75,8.75,6.00
03009782,2.60,3.00,,,,,,3.50,5.25,,
03009783,4.00,3.75,2.40,,,,,4.25,5.75,,
03009784,6.40,5.75,4.60,6.25,3.75,6.00,5.33,,,,
03009785,3.00,4.75,,,,,,3.75,4.50,,
03009786,1.80,2.50,,,,,,3.50,5.25,,
03009787,5.20,6.75,4.80,5.75,2.75,4.75,4.42,,,,
03009788,8.20,7.25,8.20,,,,,5.50,6.75,9.50,7.25
03009789,8.00,5.25,4.20,7.00,4.50,2.50,4.67,,,,
03009790,6.20,5.25,7.60,4.00,6.00,5.25,5.08,,,,
03009791,7.00,,,7.25,6.50,,,,,,
03009792,8.60,6.25,7.00,7.50,7.00,3.75,6.08,,,,
03009793,8.00,6.25,5.20,5.50,3.75,4.50,4.58,,,,
03009794,7.40,5.25,4.00,3.75,7.25,7.25,6.08,,,,
03009795,7.80,6.50,7.40,6.75,4.75,4.25,5.25,,,,
03009796,3.80,3.00,,,,,,3.25,6.25,,
03009797,1.80,4.25,,,,,,2.50,3.75,,
03009798,3.20,3.75,,,,,,3.50,5.25,,
03009799,3.40,2.00,,,,,,3.75,5.25,,
03009800,3.40,5.25,,4.00,3.50,3.25,3.58,,,,
03009801,1.20,3.00,,,,,,3.25,2.75,,
03009802,1.60,3.00,,,,,,2.00,3.75,,
03009803,8.60,7.75,8.20,7.50,5.00,4.50,5.67,,,,
03009804,6.20,7.00,5.00,4.25,2.25,4.50,3.67,,,,
03009805,7.40,6.50,5.80,,,,,6.00,7.50,8.00,7.17
03009806,7.40,5.75,7.80,,,,,5.50,7.50,9.50,7.50
03009807,7.80,7.00,7.40,,,,,,,,
03009808,6.80,5.50,4.60,4.50,5.75,4.75,5.00,,,,
03009809,7.20,7.25,7.60,,,,,9.00,8.75,8.50,8.75
03009810,7.60,7.00,8.40,4.25,7.75,5.25,5.75,,,,
03009811,2.80,1.75,,,,,,2.25,5.25,,
03009812,8.40,6.50,6.40,6.50,4.50,4.25,5.08,,,,
03009813,7.00,6.25,4.20,7.25,5.50,5.50,6.08,,,,
03009814,7.20,6.50,6.60,,,,,4.25,5.50,8.50,6.08
03009815,5.20,6.50,6.20,,,,,7.50,8.50,9.00,8.33
03009816,6.00,6.00,7.20,,,,,4.25,5.25,8.00,5.83
03009817,7.60,8.25,7.40,3.00,4.00,6.25,4.42,,,,
03009818,7.40,7.75,6.80,,,,,5.50,6.75,9.00,7.08
03009819,7.80,8.00,9.20,3.50,3.50,2.75,3.25,,,,
03009820,4.80,8.00,7.20,,,,,6.75,7.75,8.25,7.58
03009821,4.60,5.25,,,,,,3.50,6.25,,
03009822,4.20,2.25,,,,,,3.50,5.25,,
03009823,1.20,2.25,,,,,,2.75,5.00,,
03009824,2.20,3.00,,,,,,2.75,5.25,,
03009825,2.80,4.00,,,,,,3.00,5.00,,
03009826,3.20,6.75,5.00,,,,,7.00,6.25,7.75,7.00
03009827,7.00,7.00,8.00,7.00,4.50,5.25,5.58,,,,
03009828,7.40,7.25,8.40,,,,,6.75,8.00,9.25,8.00
03009829,7.80,6.50,9.00,7.50,5.75,4.50,5.92,,,,
03009830,2.60,2.00,,,,,,2.75,4.75,,
03009831,7.20,7.00,5.20,5.75,6.50,5.25,5.83,,,,
03009832,6.60,7.00,3.80,4.50,4.00,4.75,4.42,,,,
03009833,6.80,6.00,6.00,6.75,6.00,5.50,6.08,,,,
03009834,8.60,6.50,7.80,8.25,6.00,5.00,6.42,,,,
03009835,7.20,6.25,6.40,,,,,4.00,4.50,8.75,5.75
03009836,7.20,6.00,6.20,,,,,8.25,7.50,9.25,8.33
03009837,6.20,7.50,8.40,6.00,4.50,4.25,4.92,,,,
03009838,7.40,7.00,6.20,4.50,3.25,4.00,3.92,,,,
03009839,8.00,6.25,7.40,,,,,5.75,7.00,9.00,7.25
03009840,8.20,6.50,4.20,6.50,5.25,4.25,5.33,,,,
03009841,7.00,,,6.75,6.75,,,,,,
03009842,5.20,6.25,5.00,,,,,4.50,6.50,9.25,6.75
03009843,7.00,5.50,9.00,,,,,8.50,7.50,8.50,8.17
03009844,8.40,7.25,7.00,,,,,6.75,8.00,9.00,7.92
03009845,6.80,,,,8.00,5.25,,,,,
03009846,6.20,5.25,5.00,4.50,5.25,6.75,5.50,,,,
03009847,5.00,4.75,,,,,,7.25,6.25,,
03009848,8.20,4.25,4.40,5.00,7.50,8.00,6.83,,,,
03009849,5.80,4.00,,,,,,6.00,6.50,,
03009850,7.60,6.25,7.60,7.50,3.00,4.25,4.92,,,,
03009851,8.20,5.75,9.40,7.50,6.00,6.00,6.50,,,,
03009852,8.40,6.50,8.80,7.75,3.75,4.25,5.25,,,,
03009853,7.00,6.25,6.60,,,,,7.00,7.50,8.50,7.67
03009854,5.40,7.00,4.00,7.00,3.75,3.50,4.75,,,,
03009855,5.80,5.75,4.40,,,,,7.50,8.25,8.75,8.17
03009856,7.20,6.00,6.60,6.25,3.75,4.50,4.83,,,,
03009857,9.00,6.00,10.00,8.00,6.00,4.50,6.17,,,,
03009858,7.00,6.25,6.20,4.00,5.00,3.00,4.00,,,,
03009859,7.80,6.25,5.20,6.50,8.00,5.00,6.50,,,,
03009860,3.00,2.50,,,,,,3.25,4.25,,
03009861,6.00,4.50,2.80,2.00,2.50,4.00,2.83,,,,
03009862,8.60,5.50,5.60,8.75,6.50,6.25,7.17,,,,
03009863,6.40,7.25,5.80,,,,,7.75,7.75,9.00,8.17
03009864,5.20,4.50,,,,,,2.75,6.00,,
03009865,2.40,0.50,,,,,,3.25,4.50,,
03009866,6.40,6.75,5.00,4.25,5.50,6.25,5.33,,,,
03009867,7.60,6.75,5.20,6.25,4.75,4.75,5.25,,,,
03009868,7.20,7.00,6.20,6.75,5.50,6.25,6.17,,,,
03009869,7.40,,,6.00,5.25,,,,,,
03009870,7.00,6.75,5.00,5.50,5.50,4.00,5.00,,,,
03009871,3.80,3.25,,,,,,3.25,5.50,,
03009872,3.20,,,3.25,4.75,,,,,,
03009873,7.00,7.50,9.00,,,,,7.50,9.00,9.25,8.58
03009874,7.20,5.50,7.40,6.25,6.25,4.50,5.67,,,,
03009875,4.20,5.00,,,,,,4.25,5.25,,
03009876,2.60,5.00,,,,,,2.25,5.00,,
03009877,2.80,3.25,,,,,,2.25,5.00,,
03009878,6.40,6.75,5.80,4.50,3.75,3.75,4.00,,,,
03009879,6.40,6.00,3.60,6.50,5.25,4.50,5.42,,,,
03009880,1.80,2.75,,,,,,2.25,3.75,,
03009881,5.80,3.50,,,,,,2.50,7.00,,
03009882,3.40,5.00,,,,,,1.75,6.25,,
03009883,4.60,5.00,4.40,4.25,2.00,3.25,3.17,,,,
03009884,2.20,5.25,,,,,,2.25,5.00,,
03009885,4.20,4.75,,,,,,3.50,5.00,,
03009886,2.60,2.00,,,,,,1.50,3.50,,
03009887,2.60,4.50,,,,,,2.00,3.00,,
03009888,1.60,4.00,,,,,,4.00,5.50,,
03009889,7.00,5.50,5.60,6.25,6.50,4.25,5.67,,,,
03009890,4.00,5.00,,,,,,5.00,5.50,,
03009891,2.60,1.75,,,,,,2.00,3.25,,
03009892,8.00,5.50,5.40,3.75,7.00,5.75,5.50,,,,
03009893,3.80,2.25,,,,,,3.50,5.00,,
03009894,7.40,3.50,4.00,7.00,6.50,3.75,5.75,,,,
03009895,3.00,2.00,,,,,,3.50,4.50,,
03009896,4.00,4.50,,,,,,4.25,7.00,,
03009897,7.20,6.50,7.80,5.50,4.00,5.00,4.83,,,,
03009898,7.60,6.00,3.60,7.00,7.00,5.25,6.42,,,,
03009899,3.60,6.25,7.40,,,,,8.00,9.00,9.75,8.92
03009900,2.80,5.00,,,,,,3.25,5.25,,
03009901,2.40,2.75,,,,,,3.25,3.50,,
03009902,2.60,2.00,,,,,,1.75,4.75,,
03009903,7.00,4.50,2.40,6.50,7.00,4.00,5.83,,,,
03009904,7.20,6.00,3.40,,,,,7.75,8.00,9.25,8.33
03009905,7.40,7.25,6.80,3.00,4.25,5.00,4.08,,,,
03009906,6.40,6.50,6.00,,,,,6.50,7.00,9.25,7.58
03009907,7.00,6.50,7.20,7.50,5.50,6.00,6.33,,,,
03009908,6.80,6.50,5.40,6.50,4.75,3.50,4.92,,,,
03009909,8.40,6.00,7.40,6.25,6.50,5.50,6.08,,,,
03009910,6.60,7.00,4.00,,,,,3.75,6.75,8.25,6.25
03009911,8.20,6.50,6.20,8.00,7.75,6.25,7.33,,,,
03009912,7.00,6.50,6.60,7.00,6.00,6.00,6.33,,,,
03009913,6.40,6.25,6.40,5.00,3.75,4.75,4.50,,,,
03009914,5.00,4.75,,,,,,4.00,7.00,,
03009915,6.60,5.75,6.00,5.00,3.75,3.25,4.00,,,,
03009916,6.80,7.00,5.60,7.00,5.00,5.00,5.67,,,,
03009917,7.40,6.50,8.00,6.75,5.50,5.00,5.75,,,,
03009918,8.40,6.75,9.60,7.50,6.50,4.75,6.25,,,,
03009919,6.20,6.50,5.60,,,,,7.00,7.75,9.00,7.92
03009920,7.20,7.50,7.00,,,,,6.00,6.25,9.75,7.33
03009921,6.40,6.00,4.00,3.75,4.00,4.50,4.08,,,,
03009922,4.20,6.00,2.40,,,,,5.25,5.50,8.75,6.50
03009923,8.60,7.00,8.80,6.75,5.50,6.00,6.08,,,,
03009924,6.20,8.00,4.40,,,,,7.75,8.25,9.00,8.33
03009925,5.60,5.50,3.40,4.00,6.50,6.50,5.67,,,,
03009926,4.40,5.75,5.20,,,,,7.75,8.50,9.75,8.67
03009927,2.60,4.00,,,,,,3.50,3.75,,
03009928,1.40,2.50,,,,,,3.50,4.50,,
03009929,8.00,5.75,5.00,6.75,7.00,6.25,6.67,,,,
03009930,4.60,3.25,,,,,,3.75,4.50,,
03009931,2.00,2.50,,,,,,1.75,4.25,,
03009932,6.00,4.25,,,,,,4.00,4.25,,
03009933,6.00,4.25,2.80,6.50,6.25,3.25,5.33,,,,
03009934,2.60,,3.40,2.50,,,,,,,
03009935,6.20,5.25,,,,,,4.25,6.25,,
03009936,4.60,,,4.75,8.50,,,,,,
03009937,3.20,5.00,,,,,,4.00,5.25,,
03009938,5.60,5.00,3.20,3.75,4.00,4.00,3.92,,,,
03009939,3.40,4.25,,,,,,1.50,3.50,,
03009940,3.60,2.75,,,,,,2.00,3.75,,
03009941,7.80,6.00,6.40,7.00,7.25,4.25,6.17,,,,
03009942,7.00,5.50,4.80,7.50,6.00,5.00,6.17,,,,
03009943,2.80,4.25,,,,,,3.00,5.00,,
03009944,6.40,6.25,7.00,,,,,4.75,6.75,9.25,6.92
03009945,8.00,5.50,5.20,7.50,7.25,6.50,7.08,,,,
03009946,6.60,5.00,4.80,6.50,4.25,5.75,5.50,,,,
03009947,8.40,6.25,9.60,6.75,5.50,6.00,6.08,,,,
03009948,3.60,2.25,,,,,,4.50,4.50,,
03009949,1.60,4.25,,,,,,2.75,5.25,,
03009950,8.00,4.50,7.80,6.00,5.00,6.50,5.83,,,,
03009951,3.40,2.50,,,,,,3.00,6.00,,
03009952,8.00,7.00,4.80,7.00,5.00,4.75,5.58,,,,
03009953,7.20,6.25,4.40,5.50,5.25,4.25,5.00,,,,
03009954,2.60,2.00,,,,,,2.50,3.00,,
03009955,7.60,8.25,5.00,6.00,5.75,5.00,5.58,,,,
03009956,8.00,8.00,7.60,,,,,5.25,6.50,8.25,6.67
03009957,7.80,6.75,4.60,7.75,6.75,6.00,6.83,,,,
03009958,8.80,6.00,8.60,8.25,5.25,2.50,5.33,,,,
03009959,6.20,7.25,4.80,,,,,5.00,7.25,9.75,7.33
03009960,7.80,6.75,7.60,,,,,4.25,6.75,9.50,6.83
03009961,6.00,6.50,7.80,,,,,6.50,7.75,8.50,7.58
03009962,7.00,6.00,2.60,2.75,6.25,7.00,5.33,,,,
03009963,7.20,6.50,7.00,4.75,3.75,4.50,4.33,,,,
03009964,8.20,4.00,5.60,,,,,5.50,6.75,8.75,7.00
03009965,8.60,7.00,7.40,,,,,5.75,7.25,9.50,7.50
03009966,7.40,7.75,8.60,,,,,5.75,7.25,9.50,7.50
03009967,3.00,4.75,,,,,,3.25,6.00,,
03009968,8.80,7.50,8.80,8.00,5.75,4.50,6.08,,,,
03009969,8.60,7.50,8.80,,,,,6.00,7.75,9.50,7.75
03009970,9.20,6.75,8.80,8.00,5.75,5.50,6.42,,,,
03009971,2.80,4.75,,,,,,4.00,5.75,,
03009972,3.40,5.25,,,,,,3.75,5.00,,
03009973,8.00,6.00,8.00,6.25,5.00,5.25,5.50,,,,
03009974,5.40,2.50,,,,,,3.00,5.50,,
03009975,7.40,4.25,3.00,7.25,6.50,4.50,6.08,,,,
03009976,6.60,6.75,3.00,6.00,6.00,5.25,5.75,,,,
03009977,8.00,7.75,8.20,6.00,4.25,4.25,4.83,,,,
03009978,6.80,4.25,4.80,,,,,7.00,7.00,9.00,7.67
03009979,8.20,6.50,8.00,8.00,4.75,5.25,6.00,,,,
03009980,7.40,6.25,8.40,7.00,5.75,5.75,6.17,,,,
03009981,8.00,7.00,6.80,6.75,7.00,3.50,5.75,,,,
03009982,2.20,3.75,,,,,,2.25,4.50,,
03009983,8.20,5.50,5.00,6.00,7.00,4.00,5.67,,,,
03009984,7.40,6.50,4.60,,,,,4.25,6.25,9.00,6.50
03009985,3.00,1.75,,,,,,2.50,3.50,,
03009986,7.40,5.25,4.40,7.25,3.50,4.75,5.17,,,,
03009987,4.00,4.50,,,,,,3.00,4.75,,
03009988,4.40,2.00,,,,,,4.50,4.25,,
03009989,5.00,6.25,6.40,,,,,6.50,7.25,8.50,7.42
03009990,6.80,5.75,5.80,6.25,3.00,3.00,4.08,,,,
03009991,3.20,4.50,,,,,,3.25,4.75,,
03009992,8.60,6.25,9.00,8.00,5.00,6.25,6.42,,,,
03009993,8.40,,,,7.75,7.75,,,,,
03009994,2.80,3.75,,,,,,4.00,6.00,,
03009995,5.60,4.75,,,,,,1.75,5.75,,
03009996,1.00,4.75,,,,,,3.00,6.25,,
03009997,2.60,4.75,,,,,,3.75,4.25,,
03009998,6.40,5.00,4.00,5.75,3.25,4.75,4.58,,,,
03009999,3.20,2.75,,,,,,4.50,5.75,,
03010000,6.60,6.50,7.40,2.75,3.50,3.75,3.33,,,,
03010001,3.00,,,,3.25,4.75,,,,,
03010002,9.60,6.75,7.00,8.00,8.00,6.00,7.33,,,,
03010003,6.40,7.75,7.60,,,,,7.25,7.00,9.25,7.83
03010004,6.60,5.00,3.40,3.50,4.50,3.25,3.75,,,,
03010005,5.00,7.00,3.60,,,,,9.00,9.00,9.00,9.00
03010006,2.60,3.25,,,,,,3.25,3.75,,
03010007,6.80,6.75,9.20,,,,,7.25,8.50,9.00,8.25
03010008,8.80,7.50,6.60,7.50,8.25,5.00,6.92,,,,
03010009,7.40,6.75,8.00,,,,,5.25,6.75,9.50,7.17
03010010,7.80,6.75,8.40,,,,,4.25,7.75,9.00,7.00
03010011,6.60,6.75,5.00,6.25,5.00,4.75,5.33,,,,
03010012,7.80,6.75,9.60,7.00,5.50,3.00,5.17,,,,
03010013,8.00,7.25,6.60,3.00,4.75,4.75,4.17,,,,
03010014,5.20,7.00,4.80,,,,,5.50,6.75,9.50,7.25
03010015,7.20,6.75,3.20,7.00,5.25,4.25,5.50,,,,
03010016,4.60,4.00,,,,,,2.75,4.75,,
03010017,8.00,3.75,6.60,5.25,7.00,5.25,5.83,,,,
03010018,1.80,3.75,,,,,,2.00,3.50,,
03010019,5.80,5.00,,,,,,3.25,6.25,,
03010020,4.20,4.50,,,,,,4.00,4.75,,
03010021,6.40,6.50,8.40,,,,,6.75,7.25,8.00,7.33
03010022,7.40,7.50,9.20,,,,,8.50,7.25,9.75,8.50
03010023,2.60,4.00,,,,,,2.50,5.25,,
03010024,7.80,5.75,9.40,,,,,9.25,7.75,9.75,8.92
03010025,2.60,3.50,,,,,,3.75,5.25,,
03010026,3.80,3.00,,,,,,3.50,5.25,,
03010027,7.80,6.00,4.80,,,,,4.00,8.00,6.75,6.25
03010028,7.60,4.50,6.00,7.50,7.50,4.00,6.33,,,,
03010029,3.40,,,,3.25,4.25,,,,,
03010030,2.40,4.50,,,,,,3.25,5.00,,
03010031,7.80,5.75,6.00,7.25,5.00,6.75,6.33,,,,
03010032,6.60,6.50,8.40,,,,,7.00,7.75,8.75,7.83
03010033,8.00,8.00,7.80,,,,,7.50,7.75,9.25,8.17
03010034,7.00,7.00,6.00,5.75,2.75,4.50,4.33,,,,
03010035,2.20,3.00,,,,,,4.00,5.25,,
03010036,4.20,4.50,,3.00,2.75,2.25,2.67,,,,
03010037,3.20,4.25,,,,,,2.75,2.50,,
03010038,5.60,7.50,6.00,,,,,9.50,9.75,9.25,9.50
03010039,8.00,5.25,8.00,7.75,3.25,4.75,5.25,,,,
03010040,2.80,3.50,,,,,,2.75,4.25,,
03010041,2.20,4.25,,,,,,4.50,5.00,,
03010042,7.40,4.50,5.60,8.00,8.25,6.00,7.42,,,,
03010043,6.60,6.25,6.40,6.00,6.00,4.75,5.58,,,,
03010044,7.40,6.00,8.40,,,,,4.00,7.75,7.75,6.50
03010045,4.00,5.50,,,,,,3.25,4.75,,
03010046,3.00,4.50,,,,,,4.50,4.50,,
03010047,6.80,6.50,6.20,7.50,6.00,3.75,5.75,,,,
03010048,7.60,7.75,8.20,,,,,7.75,8.50,10.00,8.75
